orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
78,1920.827264,1921.468296,1,overlap,NULL,NULL,NULL,NULL
79,1921.468296,1927.810543,2,speech,"సేస్తా ఇప్పుడూ అ చాలా మంది దర్శకులు ఉన్నారు ఇవాళ ఇప్పుడు ఉదాహరణకి Rajamouli ఉన్నాడు",101000000000,NULL,"There are many directors today, Rajamouli is an example"
80,1927.810543,1928.230334,1,speech,hmm,1,NULL,
81,1928.635943,1929.838587,2,speech,"ఇంతవరకు failure లేదు",NULL,NULL,"There is no failure so far"
82,1929.898152,1930.178958,1,speech,hmm,1,NULL,
83,1930.178958,1936.802011,2,speech,"Failure లేదు అనడానికి మనం మనం ఊరికే ప్రత్ ప్రతి cinema చూసేస్తార్ అట్లా కాదు కదా అతను పడే శ్రమే కదా",00010010000010001,NULL,"It's not like we just watch every movie to say that there is no failure, isn't it the hard work he puts in"
84,1936.830376,1937.221802,1,speech,అవును,NULL,NULL,yes
85,1937.36646,1942.903162,2,speech,"మ్మ్చ్ అతని శ్రద్ధ అతని team workఉ అతనితో so that make him so successful అం",10000010000001,NULL,"His attention, his teams work so that makes him so successful"
86,1942.903162,1943.722889,1,overlap,NULL,NULL,NULL,NULL
87,1943.819328,1947.483989,2,speech,"ఇప్పుడూ Michelangelo లోని ప్రభుత్వ ప్రఖ్యాత శిల్పి ఉన్నాడు",NULL,NULL,"Now there is a famous government sculptor named Michelangelo."
88,1947.532209,1948.011565,1,speech,hmm,1,NULL,
89,1948.039929,1953.522739,2,speech,"ఇవాళ కూడా మ్మ్చ్ ఓ roomలో ఆయన శిల్పాలు paintingsఉ సజీవంగ ఉన్నాయ్",0010000000,NULL,"Even today his sculptures and paintings are alive in a room"
90,1953.570958,1953.956712,1,speech,hmm,1,NULL,
91,1954.081515,1956.02163,2,speech,"అంటే ఇప్పుడు ఇప్పుడు ఇలా మడతలు ఉన్నాయి కదా",0100001,NULL,"So now there are folds like this"
92,1956.160615,1957.669593,1,speech,"Hmm ఆల్ ఇక్",101,NULL,All
93,1957.669593,1958.044001,2,overlap,NULL,NULL,NULL,NULL
94,1958.044001,1960.134447,2,speech,"ఈ మడతల్ని పాల రాతిలో చెక్కాడు",NULL,NULL,"He carved these folds in the milk stone"
95,1960.134447,1960.897445,1,speech,"Detailing's అన్నీ",NULL,NULL,"All the detailing's"
96,1960.897445,1962.451806,2,speech,"ఉ ఆ ఇలా ఇ ఇన్ని మడతలు ఉంటాయి",1101000,NULL,"There are so many folds like this"
97,1962.593627,1962.965199,1,speech,భా,NULL,NULL,Great
98,1963.248842,1964.627344,2,speech,"ఇప్పుడు ఇలా ఇది easy చెక్కడం",NULL,NULL,"Now this is easy carving"
99,1964.627344,1965.047135,1,speech,hmm,1,NULL,
100,1965.047135,1965.960464,2,speech,"ఇది కష్టం",NULL,NULL,"This is difficult"
1,1966.297999,1966.910667,1,speech,అర్థమైంది,NULL,NULL,Understood
2,1966.984414,1968.204077,0,noise,NULL,NULL,NULL,NULL
3,1968.243787,1971.156796,2,speech,"Painting ఇలా పడుకొని church మీద బొమ్మలేసే వాళ్ళు",1000000,NULL,"They lay down like this and put paint on the Church"
4,1971.182323,1971.690044,1,overlap,NULL,NULL,NULL,NULL
5,1971.690044,1977.37367,2,speech,"కడాయాలనుకో ఎం చెయ్యాలి పడుకొని ఎయ్యాలి అంటే ఇలా ఇలా కట్టేసి గోడ లాంటి ఇలా పడుకొని ఆ",00000010000001,NULL,"What should be done to it? lie down and paint. It means to tie it like this and lie like a wall."
6,1977.37367,1978.066328,1,overlap,NULL,NULL,NULL,NULL
7,1978.659141,1979.476031,2,speech,"చాలా శ్రమ",NULL,NULL,"A lot of work"
8,1979.495886,1980.071681,1,speech,hmm,1,NULL,
9,1980.882898,1990.541578,2,speech,"ఎవరో అడిగారన్నమాట ఎంత అసలు ఏంటండీ అసలు సజీవం ఎలాగా చేయగలుగుతున్నారు ఇంత గొప్ప గా అంటే [LAUGH] నాలా కష్టపడితే ఎవరైనా Michelangelo అవ్వొచ్చు",0010111000000100000,NULL,"Someone asked me how are you able to do it so great?anyone can become Michelangelo if they work hard like me."
10,1992.014184,1992.929197,1,overlap,NULL,NULL,NULL,NULL
11,1994.168715,2002.598571,2,speech,"ఎవరైనా సరే twenty four into seven if he works on focuses on particular aspect for film making can become రాజ్ successful",000000001100000000010,NULL,"Anyone twenty four into seven if he focuses on particular aspect for film making can become successful"
12,2002.680827,2004.825165,1,speech,"అర్ధమైంది అర్ధమైంది nice",011,NULL,Understood.
13,2004.947131,2009.031584,2,speech,"[BREATH] There are no short cuts స ఏదైనా గుఫ్ గఫ్లత్ అంటారే",10000011111,NULL,"There are no short cuts"
14,2009.105331,2009.754872,1,overlap,NULL,NULL,NULL,NULL
15,2009.754872,2010.100916,2,speech,కరు,1,NULL,
16,2010.330666,2011.065301,1,overlap,NULL,NULL,NULL,NULL
17,2011.065301,2012.500532,2,speech,"నిమా ఆడేయొచ్చు",10,NULL,"can play"
18,2012.500532,2013.087672,1,overlap,NULL,NULL,NULL,NULL
19,2013.087672,2015.42205,2,speech,"రావడం వళ్ళా but అది meter  కాదు నే",00000001,NULL,"Because of coming, but it is not a meter"
20,2015.42205,2015.844677,1,overlap,NULL,NULL,NULL,NULL
21,2015.844677,2016.295669,1,speech,hmm,1,NULL,
22,2017.123905,2018.210256,2,speech,"మాకు అది second కన్నా",NULL,NULL,"For us it is more than second"
23,2018.210256,2018.729322,1,overlap,NULL,NULL,NULL,NULL
24,2018.729322,2019.880911,2,speech,"~ను వాడికి first లో ఆడేస్తది",10000,NULL,"It is played first for him"
25,2019.932592,2020.409203,1,laugh,NULL,NULL,NULL,NULL
26,2020.409203,2020.623067,1,overlap,NULL,NULL,NULL,NULL
27,2020.623067,2021.313542,2,speech,"క్లెన్సి జ్వరం",10,NULL,fever
28,2021.313542,2022.168998,1,laugh,NULL,NULL,NULL,NULL
29,2022.168998,2027.578969,2,speech,"ఏదో ఎట్లాడేసింది ఇది ఎవరివల్ల ఆడొచ్చు hero అవ్వొచ్చు heroine వాళ్ళ music వళ్ళ ఆడొచ్చు [BREATH]  అక్కడ subject వాళ్ళ ఆడొచ్చు స",0000000000001000001,NULL,"Something has happened.This can be played by any one. It can be hero, can be heroine, can be played by music. There is played by subject."
30,2027.578969,2028.081016,1,overlap,NULL,NULL,NULL,NULL
31,2028.081016,2028.622774,2,speech,టైపోచ్చు,NULL,NULL,"Can be typed"
32,2028.628447,2029.161694,1,speech,hmm,1,NULL,
33,2029.167367,2030.026804,2,speech,"Anything can happen",NULL,NULL,"Anything can happen"
34,2030.165789,2030.673509,1,speech,hmm,1,NULL,
35,2030.673509,2037.066812,2,speech,"But that is అది permanent కాదు permanent success కావాలంటే continuous ఆ",00010000001,NULL,"But that is not permanent, if you want permanent success it is continuous"
36,2037.066812,2037.98865,1,overlap,NULL,NULL,NULL,NULL
37,2038.086585,2053.399242,1,speech,"Exactly and now that writters గురుంచి మాట్లాడుతున్నాం కాబట్టి uncle ఆ word play అంటారు కదా words కి ఉండే power అనే మాటల్లో ఆ నాకు మీది ఒకటి గుర్తుంటాది ఆ [COUGH] నాన్న ఎందుకు వెనకపడ్డాడు అని అది every fathers day కి వచ్చే video and చూసిన ప్రతిసారి emotional గా touch అవుతుంది",000000000100000000001000011000000000000000000,NULL,"Exactly, and now that we are talking about those writers, so, uncle, word play is called the power of words. I remember one of yours: why did the father leave? It is a video that comes on every Father's day, and every time I watch it, it touches me emotionally."
38,2053.582554,2069.432926,1,speech,"ఇలాంటివి కొన్ని example ఆ ఈ Sita Rama అని ఒక cinema ఉంది దాంట్లో మీరు చూస్తే ఆ Kurukshetra లో Ravana సంహారం యుధపు వెలుగులో Sita స్వయంవరం ఇలాంటివి విన్నప్పుడు అర్ధం కాదు గాని తరువాత గా గుర్తుచేసుకుంటున్నప్పుడు అరె ఇంత బా ఎట్లా రాసారు ఇలాంటి connections Mahabharatనికి Ramayana కి సంబంధమే లేదు",0001100000000010000000000000010100000000000,NULL,"For example, there is a cinema called Sita Ramam. If you look at it in the light of Ravana's killing in Kurukshetra, Sita Swayamvara doesn't make sense when you hear such things, but when you remember later, how did you make such connections? The Mahabharatha has nothing to do with the Ramayana."
39,2069.561245,2081.250436,1,speech,"అందాలో మల్లి స్వయంవరం తీసుకొని వచ్చారు and ఇలాంటిదే ఆ అంటే ఇలాంటివి ఎం ఎం గుర్తొచ్చిన కూడా like అ అ Ramdas movie ఉంటాది Sri Ramadasa దంట్లో Ramudne ఎవడి అబ్బా సొమ్ము అని కులుకుతూ తిరిగావ్ రామయ్య",0000001110100001100000000000000,NULL,"Again, Swayamvara came with that, and similar things are also remembered. like the Ramdasu movie Sriramadasu, in which Ramudne "Evadi Abba Sommu ani kulukuthu thirigevu ramayya" came back to talk like this."
40,2081.409306,2096.465327,1,speech,"అ ఇట్లాంటివి మాట్లాడడానికి ఆ ఇవి అంటే ఈ points తీసుకురావడానికి ఇప్పుడు మీరు అన్నట్టు ఇందాక నెలకి నాగులు వందలు సినిమాలు వస్తున్నప్పుడు ఒకటో రెండో ఇలాంటి గుర్తుపెట్టుకునేవి ఉన్నాయి so writting కి అసలు future ఎలా ఉంది అంటే కవి కవి కి లేకపోతే మీ మీ ఉద్దెశం లో ఎం అనుకుంటున్నారు",10011100000000000000000000000001000000000,NULL,"To talk about things like this,these are the points that you have made to bring up,when there are four hundreds of films are coming out every month, there are one or two such things to remember. So what is the real future of writing, that is, to the poet,What do you mean by that?"
41,2097.499691,2108.476657,2,speech,"నేను industryకి ఆ వెళ్ళినప్పుడు అ ఆ అంత అంత అంటే writer కావాలి కథ కావాలి but ఆ అంత focus లేవు",001011100000000000,NULL,"When I went to the industry, I needed a writer, I needed a story, but I didn't have that much focus"
42,2108.644006,2109.171581,1,speech,hmm,1,NULL,
43,2109.265184,2110.558593,2,speech,"డబ్బులంతా ఎక్కువ ఇచ్చేవారు కాదు",NULL,NULL,"They don't give much money"
44,2110.620995,2111.142897,1,speech,hmm,1,NULL,
45,2111.287555,2113.590732,2,speech,"వెళ్ళగానే ముందు paperలు ఇచ్చేవారు ఒక కట్ట",NULL,NULL,"As soon as you go, a bundle of papers will be given"
46,2113.715535,2114.370749,1,speech,hmm,1,NULL,
47,2114.518243,2121.152642,2,speech,"అది రాగి తీసుకెళ్ళగానే ఇంకో కట్ట ఇచ్చేవారు paperలే మ్మ్చ్ so మ్మ్చా చాలా తక్కువ్",000000010100,NULL,"As soon as it is written and taken away, they give another bundle of paper, so very little"
48,2121.388066,2121.995061,1,overlap,NULL,NULL,NULL,NULL
49,2121.995061,2122.516963,2,speech,Possible,NULL,NULL,Possible
50,2122.576528,2122.967954,1,speech,hmm,1,NULL,
51,2122.967954,2127.111972,2,speech,"మేము అనుకునేవాడ్ని ఏ cinemaలి కరివేపాకువ అవ్వగానే తీసి అవతల పడేస్తారు so",0010000001,NULL,"We think that are we curry leaves for the movies. As soon as it becomes, they take it out and throw it away"
52,2127.111972,2127.653729,1,speech,అర్థమైంది,NULL,NULL,understood
53,2127.653729,2130.822016,2,speech,"అలాగా అయినా సరే నేను యాబై రెండు cinemaలు రాసాను",NULL,NULL,"Even so, I have written twenty two movies"
54,2130.867399,2131.480067,1,speech,hmm,1,NULL,
55,2131.576506,2140.942382,2,speech,"So as you grow first రెండు cinemaలకి first cinemaకి ఆ ఐదు వేళ మాట్లాడితే రెండు వేళా ఐదు వందలు ఇచ్చారు",NULL,NULL,"So as you grow, they gave two thousand five hundred for the first two movies but they said five thousand"
56,2140.993438,2141.577741,1,speech,hmm,1,NULL,
57,2142.346413,2145.248076,2,speech,"తరువాత ఒక నాలుగో cinemaకి ఒ పాతిక వేలు ఇచ్చారు",NULL,NULL,"Later a fourth movie was given twenty five thousand rupees"
58,2145.282113,2145.857907,1,speech,hmm,1,NULL,
59,2146.22097,2157.30572,2,speech,"Hmm ముపై ఐదు వేలు ఓ లక్ష అట్లా  అయివో రెండు మూడు లక్షలు ఇచ్చే timeకి నేను మానేసాను మ్మ్చ్ ఎందుకంటే ది acting చాలా comfortableఉ ఎ",10001000100000001010001,NULL,"Like thirty five thousand and one lakh,I stopped at the time of giving two or three lakhs because acting was very comfortable."
60,2157.30572,2157.802095,1,overlap,NULL,NULL,NULL,NULL
61,2157.802095,2158.763643,2,speech,"క్కువ Payment ఉ వచ్చే అవ",00001,NULL,"More payment will come"
62,2158.763643,2159.248671,1,overlap,NULL,NULL,NULL,NULL
63,2159.62308,2162.490706,2,speech,"Butఉ suddenగా this situation has been changed",NULL,NULL,"But suddenly this situation has been changed"
64,2162.587144,2163.015444,1,speech,hmm,1,NULL,
65,2163.404035,2165.945472,2,speech,"ఆ Chinni Krishna",100,NULL,"Chinni Krishna"
66,2166.223441,2166.473047,1,speech,hmm,1,NULL,
67,2166.473047,2171.28104,2,speech,"అనే రచయితలు అవడం అతను success అవ్వగానే లక్షల్లో demand చేయ",000000001,NULL,"As soon as he becomes a successful writer, he will demand in lakhs"
68,2171.28104,2172.423867,1,speech,"Chinni Krishna అంటే Indra movie",NULL,NULL,"Chinni Krishna means that Indra movie"
69,2172.423867,2173.583965,2,overlap,NULL,NULL,NULL,NULL
70,2173.595311,2174.525659,2,speech,"అది ఆ movie తోటే",NULL,NULL,"Same with that Movie"
71,2174.590896,2174.956795,1,speech,hmm,1,NULL,
72,2174.996505,2176.701197,2,speech,"తరువాత Trivikram Srinivas రావడం",NULL,NULL,"Then Trivikram Srinivas came"
73,2176.81749,2177.481214,1,overlap,NULL,NULL,NULL,NULL
74,2177.481214,2178.681022,2,speech,"Paruchuri brothers ఏ మాటకి",0011,NULL,"Paruchuri brothers"
75,2178.681022,2179.279507,1,overlap,NULL,NULL,NULL,NULL
76,2179.279507,2182.399575,2,speech,"అందరూ మాములుగా ఉన్న రోజుల్లో వాళ్ళు star writers గ వెలిగారు",NULL,NULL,"They became star writers in the days when everyone was normal"
77,2182.399575,2182.802348,1,speech,hmm,1,NULL,
78,2182.802348,2191.717233,2,speech,"ఆ అందరూ లక్ష రూపాయిలు తీసుకుంటప్పుడు వీడు పది లక్షలు తీసుకునే వాడు ఆ అ పది లక్షలు ఒక రచయిత తీసుకున్న కూడా మిగతా వాళ్ళు కూడా మా మేమ్ పది కాకపోయినా రెండో మూడో తీసుకో",1000000000010000000001000000,NULL,"When all those people take one lakh rupees, he takes ten lakhs, even if one author took that ten lakhs, the others also take the two three like that, even if it is not ten lakhs."
79,2191.717233,2192.619216,1,overlap,NULL,NULL,NULL,NULL
80,2192.619216,2194.865665,2,speech,"ఒక విధంగా Paruchuri brothersఉ ఈ rate పెంచారు",NULL,NULL,"In a way Paruchuri brothers have increased this rate"
81,2195.024505,2195.489678,1,speech,అర్థమైంది,NULL,NULL,understood
82,2195.489678,2202.280081,2,speech,"అదాన్ని multiply చేసిన వాళ్ళు పోసా Trivikram Trivikram Srinivas Chinni Krishna Posani Krishamurali these people",00001100000000,NULL,"Those who multiplied it are Trivikram Srinivas,Chinni Krishna Posani Krishamurali, and these people."
83,2202.280081,2202.697035,1,speech,hmm,1,NULL,
84,2202.697035,2206.021326,2,speech,"So ఇప్పుడు రచన అంటే it's equal to direction",NULL,NULL,"So now writing means it's equal to direction"
85,2206.092237,2206.52621,1,speech,hmm,1,NULL,
86,2206.52621,2210.068905,2,speech,"ఆ అంతే అంత స్థాయిలో payment payment ఇవ్వడం అంత అంత స్థాయిలోనే ఉంటుంది",11001001000,NULL,"That same level of payment will be the same level"
87,2210.162507,2210.86594,1,speech,hmm,1,NULL,
88,2210.86594,2215.208508,2,speech,"అంత important ఇప్పుడు Saleen Javed ఒకప్పుడు Sholay writers",NULL,NULL,"So important now, Salen Javed, once Sholay writers"
89,2215.208508,2215.758774,1,overlap,NULL,NULL,NULL,NULL
90,2215.758774,2218.578181,2,speech,"Popular వాళ్లంటే Saleen Javed photoలు ఉండేవి అంతే",NULL,NULL,"Salen Javed's photos were the only ones that were popular"
91,2218.609382,2218.870333,1,speech,భా,NULL,NULL,Great
92,2218.870333,2221.633011,2,speech,"ఒది అద్ అలాగే Dasari Narayana Rao",1100000,NULL,"Also Dasari Narayana Rao"
93,2221.675558,2222.143568,1,speech,ఆ,1,NULL,
94,2222.22866,2232.680888,2,speech,"ఓ Directionకి పరమ పరోకాష్ట అన్నమాట అంటే నాకు బా జ్ఞాపకం cinema పేరు ఉంటుంది director పేరు ఉండదు ఒక అయన symbol ఒక మెం మబ్బు",100000000000000100010,NULL,"The ultimate culmination of a direction means I have a good memory. The name of the movie will be there, but the name of the director will not be there. His symbol is a cloud."
95,2232.876601,2233.165917,1,overlap,NULL,NULL,NULL,NULL
96,2233.165917,2236.84476,2,speech,"మేఘం ఉరికే మేఘం కురిపిస్తున్న మరో వర్షం అన్",1100001,NULL,"Another rain from the cloud"
97,2236.84476,2237.046147,1,overlap,NULL,NULL,NULL,NULL
98,2237.046147,2237.355317,1,speech,"వ వ",10,NULL,Great
99,2237.90842,2246.721194,2,speech,"Pictureని చూసారు కొన్ని సందులో కేవలం అయన photo ఇంక కింద Dasari Narayana ఎం లేదు ఆయన photo cinema పేరు ఆడేసింది",NULL,NULL,"I saw the picture in some alleys only his photo, and under it there is no Dasari Narayana. His photo played the name of the movie."
100,2246.942435,2247.597649,1,speech,hmm,1,NULL,
101,2247.626013,2251.520425,2,speech,"So అదీ individualగా capacity అట్లా అట్లా సంపాదించారు",0000100,NULL,"So that's how they got the capacity individually"
102,2251.880651,2256.784813,1,speech,"క్రి ఈ writing pattern అయితే మారుతు ఉంది కద uncle అంటే అట్లాంటి strong words వాడడం నాక్ నాకు పనబడట్లేదు ఇంద",100000000000001001,NULL,"But this writing pattern is changing right, uncle, I don't ever seen using of such strong words"
103,2256.784813,2257.264187,2,overlap,NULL,NULL,NULL,NULL
104,2257.264187,2268.43403,2,speech,"టే hmm ఒకటి [BREATH] ఆ అదీ  ఎక్కడ అవసరమో అదీ ఎందుకంటే first day first time డైర్ writer రాసినప్పుడు తన knowledge అంత అందులో పెట్టేదం అనుకుంటాడు",110110000100000100000000,NULL,"One is where it is needed, because when a first day first time writer writes, he thinks that he will put his knowledge in it."
105,2268.541814,2269.117608,1,speech,hmm,1,NULL,
106,2269.148809,2272.376661,2,speech,"[BREATH] ఇప్పుడూ ఇప్పుడు వస్తున్న cinemaలు",11000,NULL,"movies coming now"
107,2272.396516,2272.844671,1,speech,hmm,1,NULL,
108,2272.952455,2275.252796,2,speech,"చాలా realisticగా మనం మాట్లాడుకున్నట్టు ఉండాలి తప్ప",NULL,NULL,"Except it should be like we talked very realistically"
109,2275.337889,2275.959066,1,overlap,NULL,NULL,NULL,NULL
110,2275.959066,2276.965997,2,speech,"చమత్కారం ఉండాలి తప్ప",NULL,NULL,"Unless there is wit"
111,2277.008544,2277.351751,1,speech,Right,NULL,NULL,Right
112,2277.43968,2281.419185,2,speech,"ఆ మా ఇప్పుడూ quotations లాగా కొన్ని సార్లు ప్రాసలు",11000000,NULL,"Now rhymes sometimes like quotations"
113,2281.487259,2281.912723,1,speech,hmm,1,NULL,
114,2281.912723,2303.773054,2,speech,"ఇప్పుడు Mullapudi Venkata Ramanaను గారు ఓ O Sneham అనే cinemaలో అనుకుంట మా అమ్మా కాపురానికి వెళ్తున్నావ్ కదా అక్కడా ఏదైనా జరిగితే పుట్టింటికి నాకేం చెప్పకు ఎందుకంటే ఇహ అక్కడికి ఎళ్లిన తరువాత ఎవరి అన్నం వాళ్ళే హరాయించుకోవాలి",0000011000010000000000010000000,NULL,"Now Mr. Moolapu Venkata Ramana thinks in the movie O Sneham, Dear You are going to bridegroom house, don't tell me if anything happens there, because after going there, you have to take your own rice."
115,2303.773054,2304.201354,1,speech,hmm,1,NULL,
116,2304.266592,2306.320164,2,speech,"ఎవలి కష్టాలు వాళ్ళే బరాయించుకోవాలి అన్నారు",NULL,NULL,"He said that they should bear all the hardships"
117,2306.433621,2307.1484,1,speech,hmm,1,NULL,
1,2308.08442,2315.053517,2,speech,"అలాగే మనిషి అంటే మంచి చేడు కలుస్తేనే మనిషి అది universal state",NULL,NULL,"Similarly, man means when good and bad meet, that is a universal state."
2,2315.053517,2315.518691,1,overlap,NULL,NULL,NULL,NULL
3,2315.518691,2323.95422,2,speech,"అలా అక్కడక్కడా quotations అరే ఎంత బావున్నాయ్ అలా అనిపిస్తుంది తరువాత ప్రాసలు వచ్చాయి అనమాట Jandhyala గారి ప్రాసలు కా",0001000000000001,NULL,"There are quotations here and there. how good it seems. Later came the rhymes of Jandhyala"
4,2323.95422,2324.592416,1,overlap,NULL,NULL,NULL,NULL
5,2324.637799,2327.389131,2,speech,"కానిస్టే వి ఇష్టమైన నిష్టగ్రహ అస్టూట్ ఇట్లా",NULL,NULL,""Kaniste vi istamaina nistagraha astut " like this"
6,2327.389131,2327.842959,1,speech,అర్థమైంది,NULL,NULL,Understood
7,2327.842959,2332.34153,2,speech,"అలా అలా trend మారుతున్న కొద్దీ ఇప్పుడూ now this is the realistic phase",110000000000,NULL,"Now as the trend is changing, this is the realistic phase"
8,2332.34153,2333.030781,1,overlap,NULL,NULL,NULL,NULL
9,2333.561193,2346.787444,2,speech,"ర సా చాలా సహజంగా ఉన్నాయ్ మెలికలు ఎం లేవు plain గా ఆ మ్మ్చ ఆ కాసిన్ని కబుర్లు కుదిరితే ఒక coffee అందలో చమత్కారం ఏముంది మ్మ్చ్ ఎందుకు అది hit అయ్యింది",11000000001110000000010000,NULL,"It's very natural; there are no complications. If you can talk plainly, have one coffee if possible. What is the magic in it? Why did it become a hit?"
10,2346.832827,2347.419967,1,speech,hmm,1,NULL,
11,2347.459677,2351.030737,2,speech,"The way you say ఆ సంధర్భం ఇప్పుడూ Shiva cinema ఉంది",NULL,NULL,"The way you say that context, now there is Shiva cinema"
12,2351.078956,2351.507256,1,speech,hmm,1,NULL,
13,2351.57533,2353.966437,2,speech,"అందాలో చాలా సహజమైన dialogueలు ఉంటాయి మాములువి",NULL,NULL,"In that, there are so many natural dialogues which are common"
14,2353.966437,2354.437284,1,speech,hmm,1,NULL,
15,2354.584778,2361.865882,2,speech,"మూడు లారీలు తీసుకెళ్లి ఆడ్ని చంపై అంటాడు అది ఓ ఓ మూడు లారీల ధీంట్లో emotion ఎం లేదు",000000011000000,NULL,"He says to take three trucks and kill him. In the midst of three trucks, there is no emotion."
16,2361.894246,2362.294182,1,speech,hmm,1,NULL,
17,2362.294182,2366.948756,2,speech,"[COUGH] the wat he has ఆ సంధర్భం లో మూడు లారీల జనం తీసుకెళ్లి నరికై",1000000000000,NULL,"The way he has taken in that situation is to take three lorries of people and cut them down"
18,2366.948756,2367.382729,1,overlap,NULL,NULL,NULL,NULL
19,2367.382729,2368.196783,2,speech,"ఈయన్ని నాకు చెప్తాడు",NULL,NULL,"He tells me all these"
20,2368.23082,2368.531481,1,speech,hmm,1,NULL,
21,2368.531481,2375.670764,2,speech,"వాడు పేలా తరువాత నేను Pan Parag ఏసుకొని police station లోకి అలా వచ్చేస్తా వచ్చేస్తే permission తీసుకో అక్కర్లేదా అంటదు Sai చ",0000000000100000001,NULL,"After he said that, "I will come to the police station with Pan Parag". When I come, Sai says whether I want to take permission or not"
22,2375.670764,2376.172811,1,speech,ఆ,1,NULL,
23,2376.499,2377.162724,2,speech,అచ్చా,NULL,NULL,Really?
24,2377.846302,2378.745449,1,laugh,NULL,NULL,NULL,NULL
25,2379.162889,2379.743377,2,overlap,NULL,NULL,NULL,NULL
26,2379.743377,2380.391079,1,speech,"ఎలా జరుతున్నాయి అవి",NULL,NULL,"How are those going on?"
27,2380.391079,2380.684379,2,overlap,NULL,NULL,NULL,NULL
28,2380.684379,2397.499894,2,speech,"అ మళ్ళీ ఇలా తలుపు తీసి రావొచ్చా  అంట రావొచ్చా అనేది పెద్ద hit  అయిపెంది అంటే ఇక్కడ రావొచ్చా లో ఎం లేదు अच्छा లో కూడా ఎం లేదు situation లో ఆ close లో అంటే నా నా కొడకా నన్ నన్నే permission అడుగుతావా టి अच्छा ठीक हैं देख लेगें అన్నట్టు ఉండా",1000000000000000000000000000000111100010000000,NULL,"I again opened the door like this and asked, "Can I come in?" It has become a big hit. It means there is nothing in that, but in that situation, and that close means “you ask me to take permission." It's okay; we will see."
29,2397.499894,2398.115398,1,overlap,NULL,NULL,NULL,NULL
30,2398.115398,2403.995308,2,speech,"లో ఇది directorఉ writterఉ actorఉ the best మ్మ్చ్ మంచి combination అనమాట",10111001001,NULL,"This is director writer actor the best good combination"
31,2403.995308,2404.51721,1,overlap,NULL,NULL,NULL,NULL
32,2404.51721,2405.980806,2,speech,"Combination లో succe~",001,NULL,"In combination"
33,2405.980806,2410.017039,1,speech,"ధీంట్లో రెండు గుర్తొస్తాయి నాకు ఒకటి మీరు రాసింది అనుకుంట ఇంకొకటి మీరు చేసింది ఆ act చేసింది",00000000000100,NULL,"I remember two in my mind, one was written by you and the other one was acted by you"
34,2410.017039,2410.3177,2,speech,Yeah,NULL,NULL,Yes
35,2410.326209,2412.422328,1,speech,"రాసింది ఏమో Sitaతో అంత easy కాదు అనే",NULL,NULL,"It is actually written as, it is not so easy with Sita"
36,2412.422328,2414.399316,2,overlap,NULL,NULL,NULL,NULL
37,2414.399316,2418.080996,2,speech,"ఎ ఆ అక్కడా english సరిగ్గా",11000,NULL,"English is correct there"
38,2418.080996,2418.446895,1,speech,hmm,1,NULL,
39,2418.446895,2420.554359,2,speech,"పలకలేనీ వాళ్ళు",NULL,NULL,"Who can’t spell"
40,2420.554359,2420.840838,1,overlap,NULL,NULL,NULL,NULL
41,2420.840838,2436.404304,2,speech,"మేము ఎక్కడో ఆ Kanakamahalakshmi recording dance troop వెళ్తుంటే genaralగా ఇ ఇవన్నీ కొత్తగా ఎక్కడ పుడితే అక్కడ ఒక ప్యూన్ ఉండే వాడు అప్పుడైనా మేము సాయంత్రం కూర్చొని మేము beer ఏదైనా తాగుతుంటే ఆ గురువు గారు నాకు ఒక ప్లగ్ ఇవ్వండి అనేవాడు ఆడికి తెలీదు పా",10100000010000000000000000010000000001,NULL,"There is somewhere going Kanakamahalakshmi recording dance troop, generally where there is new, there will be a peon. Even if we are sitting in the evening, if we are drinking beer or something, he asks, 'Teacher, give me a peg’. He doesn’t know"
42,2436.404304,2437.524692,1,overlap,NULL,NULL,NULL,NULL
43,2437.711896,2438.934396,2,speech,"అ సరే ఒకటి గాని రెండు గాని మూడు",1000000,NULL,"Ok one or two or three"
44,2438.934396,2440.894365,1,overlap,NULL,NULL,NULL,NULL
45,2440.996477,2441.963698,2,speech,"స అలాగే",11,NULL,Okay
46,2442.068646,2443.821556,2,speech,"చాలా easy అండి అది ఏంటి ఇదీ",NULL,NULL,"It's very easy and that is what it is"
47,2443.821556,2444.238628,1,speech,hmm,1,NULL,
48,2444.238628,2444.446382,0,noise,NULL,NULL,NULL,NULL
49,2444.459752,2446.204154,2,speech,"ఆవిడికి easy అనే పదం రాద్",NULL,NULL,"She can’t spell the word ‘easy’"
50,2446.204154,2446.660818,1,overlap,NULL,NULL,NULL,NULL
51,2446.692019,2458.100122,2,speech,"ఇప్పుడికి చాలా మంది మొన్న నేను మొన్న నేను అక్కడికి westగో అక్కడ అలా hmm Rajahmundry నుంచి [BREATH] ఎక్కడయ్య నీది ఆ నా negative place ఇదేనండి అన్నాడు",00011000100100100100000,NULL,"Now also many people; the other day I went from Rajahmundry; where is yours? This is my negative place."
52,2458.267471,2458.866921,1,speech,"negative place ఆ",001,NULL,"negative place"
53,2458.866921,2459.196882,2,speech,హా,1,NULL,
54,2459.782122,2461.035822,2,speech,"చాలా మంది అంటారు ఇది",NULL,NULL,"Many people say this"
55,2461.035822,2461.537869,1,speech,అవునవును,NULL,NULL,Yes
