orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
157,2088.971496,2089.319614,2,overlap,NULL,NULL,NULL,NULL
158,2089.319614,2090.884316,1,speech,"You are right and you should ask more of these",NULL,NULL,"You are right and you should ask more of these."
159,2090.884316,2091.837061,2,overlap,NULL,NULL,NULL,NULL
160,2091.928671,2100.741567,1,speech,"so ఇప్పుడు మీరు వచ్చేసి మేము ఎట్లా use చేస్తున్నామా లేదా అంటే number one మాకు co-working కానివ్వండి auditorium కానియ్యండి మా physical space మాకు revenue generation కాదు",000000000000000010000000,NULL,"So now you come and say whether we're using it or not. Number one for us: let it be co-working, let it be an auditorium; our physical space is not a revenue generator for us."
161,2101.181296,2101.719964,2,speech,"got it",NULL,NULL,"got it"
162,2101.760272,2104.222753,1,speech,"చెప్తాను ఎందుకో మనము THUBని create చేసినం",NULL,NULL,"Let me tell you why we created THUB"
163,2104.347343,2104.882346,2,speech,hmm,1,NULL,
164,2104.882346,2106.084271,1,speech,"WE HUB is a huge thing",NULL,NULL,"THUB is a huge thing"
165,2106.205196,2106.560644,2,speech,అవును,NULL,NULL,Yes
166,2106.714549,2114.123977,1,speech,"so అది ఎందుకు create చేసినం అంటే enterprenuersకి ఎవరైతే ఉన్నారో వాళ్ళకి infra structure issues మీరు పోయి ఒక desk ఒక work hard desk కావాలె",0000000000000111100000,NULL,"So the reason why it was created is that entrepreneurs,  whoever has infrastructure issues,need a hard desk."
167,2114.123977,2114.794564,2,overlap,NULL,NULL,NULL,NULL
168,2114.805557,2115.630048,1,speech,"కొన్ని THUBలు ఉంటాయి",NULL,NULL,"There are some THUBs"
169,2115.820597,2116.220017,2,speech,అవును,NULL,NULL,Yes
170,2116.333614,2124.083832,1,speech,"WE HUB లో మన hope ఏంటి అంటే womenకి ఇప్పుడు మేము ఇవన్నీ enforce చేసినం అనుకోండి first of all వాళ్ళు ఒక దెగ్గరికొచ్చి అక్కడనే కూర్చొని పని చూపియ్యలె అంటే workout",NULL,NULL,"What is our hope in WE HUB, now that we have enforced all this for women. First of all, they should come to a place and sit there and show work, workout."
171,2124.083832,2124.457602,2,speech,అవును,NULL,NULL,Yes
172,2124.703117,2126.800073,1,speech,"so మేము ఎం చేస్తున్నాం అంటే WE HUBని చాల చిన్నగా కట్~",0011100001,NULL,"So we are cutting the WE HUB in very small"
173,2126.81015,2127.381798,2,speech,hmm,1,NULL,
174,2127.42577,2130.540515,1,speech,"మా hope ఏంటంటే WE HUB should be in thirty three districts of Telangana",NULL,NULL,"Our hope is that WE HUB should be in thirty three districts of Telangana"
175,2130.745722,2131.427302,2,speech,"Oh that's great",100,NULL,"That's great"
176,2131.449288,2135.87589,1,speech,"ఎందుకంటే Hyderabad లో ఉండి ఊర్లో గురుంచి మాట్లాడం అనేది ఎందుకో కొంచం మ్మ్చ్ workout  కాదు",00000000001000,NULL,"Because being in Hyderabad and not talking about the town is not a bit of  workout"
177,2135.87589,2136.34127,2,speech,"అవును అవును",01,NULL,Yes
178,2136.34127,2136.550141,1,overlap,NULL,NULL,NULL,NULL
179,2136.550141,2139.978193,1,speech,"అంటే మనం తెలిసిన విషయమేగా Mahbubnagar ఓ తీరు ఉంటది Nizambad ఒకలాగా ఉం~",10000000001,NULL,"As we know, Mehabub Nagar is not  similar to Nizambad"
180,2139.978193,2140.745886,2,overlap,NULL,NULL,NULL,NULL
181,2140.745886,2145.626874,1,speech,"దాగుంటాది but hi-tech city లో కూర్చొని నేను ఆ ఊర్లో ఉన్నోళ్లకి నేను మంచి చేస్తా అనడం correct",000000010000000,NULL,"It is hidden but correct to say that sitting in hitech city, I will do good for the people in town."
182,2145.656189,2145.996979,2,overlap,NULL,NULL,NULL,NULL
183,2145.996979,2148.147985,1,speech,"ఇ కాదు so localize program create చేయడానికి",1100000,NULL,"So to create a localized program"
184,2148.147985,2148.972477,2,overlap,NULL,NULL,NULL,NULL
185,2148.972477,2149.338917,1,speech,separate,NULL,NULL,separate
186,2149.338917,2150.3393,2,speech,"when are you expecting that",NULL,NULL,"when are you expecting that?"
187,2150.423581,2152.904384,1,speech,"అ ఆ hopefully soon",1100,NULL,"Hopefully soon."
188,2153.036303,2153.388086,2,overlap,NULL,NULL,NULL,NULL
189,2153.388086,2154.978438,1,speech,"ఇప్పటికి అయితే seven districts start చేసేసాము",NULL,NULL,"So far we have started in seven districts"
190,2155.000424,2155.363201,2,speech,oh,1,NULL,Oh
191,2155.506112,2156.022794,1,overlap,NULL,NULL,NULL,NULL
192,2156.022794,2157.008519,2,speech,"ల్లి~ ఉన్నాయా మనకి అక్కడ",1000,NULL,"Are you there for us?"
193,2157.195403,2161.640328,1,speech,"మేము ఏంచేస్తున్నాం అంటే ఇంకోటి మనం అక్కడికి పోయి మల్ల కొత్త జాగా తీసుకొని",00100000000,NULL,"What we are doing is, we go there again and take a new place"
194,2161.640328,2162.021426,2,overlap,NULL,NULL,NULL,NULL
195,2162.021426,2165.271754,1,speech,"కొత్త కొత్తగా పెద్ద పెద్దగా చేసేదానికంటే మనం  IT towers కడుతున్నాం",1010000000,NULL,"We are building IT towers rather than new and bigger"
196,2165.425659,2165.733469,2,speech,అవును,NULL,NULL,Yes
197,2165.733469,2167.107621,1,speech,"దాంట్లో ఒక చిన్న space తీసుకుంటున్నామ్",NULL,NULL,"We are taking a small space in it."
198,2167.224882,2167.715913,2,speech,"thats crazy",NULL,NULL,"That is crazy"
199,2167.85516,2168.558726,1,overlap,NULL,NULL,NULL,NULL
200,2168.558726,2169.877912,2,speech,"అయ్యింది కదా మొన్న Sircilla లోనో Siddipet",NULL,NULL,"Did it happen the other day in Sircilla's Siddipet?"
201,2169.877912,2170.057468,1,overlap,NULL,NULL,NULL,NULL
202,2170.057468,2171.189769,1,speech,"కాద్ Mahbubnagar  లో అయ్యింది",NULL,NULL,"No, it is happened in Mehbub Nagar."
203,2171.189769,2171.486586,2,speech,okay,NULL,NULL,okay
204,2171.515901,2175.795927,1,speech,"and ఇప్పుడు మనం Siddipet చూస్తున్నాము Nizambad చూస్తున్నాము Karimnagar లో కూడా start చూస్తున్నాము next week probably",NULL,NULL,"And now we are looking at Siddipet, we are looking at Nizambad, we are also looking at Karimnagar to start next week probably."
205,2175.836236,2176.253978,2,overlap,NULL,NULL,NULL,NULL
206,2176.253978,2182.021753,1,speech,"inter college is not there tenth కొచ్చినాక so ఎందుకు దీనితో నేమైతుందంటే మనకి number one మనకి operating cost చాల తక్కువుoటుంది",0000011010000010000,NULL,"Inter College is not there,so with this, we are number one, and our operating cost is very low."
207,2182.073055,2182.597065,2,speech,hmm,1,NULL,
208,2182.644702,2198.980623,1,speech,"మాది and మా మీద కానివండి మన telangana innovation system లో KTR గారు JSR వీళ్ళందరూ guidance ఏంటంటే హాంగామ చేయండి but మనం చేస్తున్న పని దానికంటే మనం చేసే పనితోనే అవతలోల్లకి ఒచ్చిన effect అది highlight చేయాలే",10111000000000000000000000000000,NULL,"In our telangana innovation system, KTR, JSR, all of them should make a fuss about the guidance, but rather than what we are doing, it is the work that we are doing that has a positive effect on others, that should be highlighted."
209,2199.00261,2199.347064,2,speech,"Right right",01,NULL,Right
210,2199.347064,2200.72488,1,speech,"మనం మన హంగామా కాదు అని చెప్పి",NULL,NULL,"Say that we are not our hustle"
211,2200.72488,2201.215911,2,overlap,NULL,NULL,NULL,NULL
212,2201.215911,2204.792371,1,speech,"clear గా చెప్పిన్రు so మాకు ఇప్పడిదాకా funds అనేది",NULL,NULL,"It is clearly said, so till now we have funds"
1,2205.085523,2209.248288,1,speech,"so the answer to your question is we do not spend a lot on infra itself for us",100000000000000100,NULL,"The answer to your question is that we do not spend a lot on infra for us."
2,2209.270275,2209.783291,2,speech,hmm,1,NULL,
3,2210.135074,2213.777494,1,speech,"but మాకు పైసల్ ఎట్లొస్తాయి అంటే మేము చానా funded programs చేస్తాం",1000000000,NULL,"How can we get money because we will do more funded programs"
4,2213.836124,2214.253867,2,speech,hmm11L,
5,2385785,2225.236091,1,speech,"so WE HUB అసలూ ఒక six by eight officeలు ఉన్నప్పుడే మనకి GIZ ఏదైతే German corporation economic corporation agency ఉందొ వాళ్ళు మనకి ఒక మంచి almost ఒక పెద్ద programని fund చేసిన్రు",10011000000000000000000010000,NULL,"When we have WE HUB, which has six by eight offices, we have GIZ, which is a German economic corporation agency, and they have funded us almost one good and big program fund."
6,2225.525579,2226.119213,2,speech,"oh nice",10,NULL,Nice
7,2226.22548,2227.889121,1,speech,"దాని మేము ఎందుకు external fund",NULL,NULL,"That's why we are externally funded"
8,2227.889121,2228.266554,2,overlap,NULL,NULL,NULL,NULL
9,2228.266554,2229.424507,2,speech,"This is ఎలా ఉంటాయి అంటే ఎంతో",000011,NULL,"How this will be"
10,2229.424507,2230.05112,1,overlap,NULL,NULL,NULL,NULL
11,2230.410232,2232.700486,2,speech,"okay [LAUGH] Okay [LAUGH] please go ahead",1101000,NULL,"Okay, please go ahead."
12,2232.700486,2234.917451,1,speech,"they are all in the in the domain",00000110,NULL,"They are all in the domain"
13,2235.020054,2235.364509,2,speech,How's,NULL,NULL,"How is"
14,2235.364509,2235.628346,2,overlap,NULL,NULL,NULL,NULL
15,2235.628346,2238.62583,1,speech,"మంచిదే so we go into hundred's of thousand's of euro's",NULL,NULL,"Good. So we go into hundreds of thousands of euros."
16,2238.875009,2239.226792,2,speech,superb,NULL,NULL,superb
17,2239.263436,2239.567582,1,overlap,NULL,NULL,NULL,NULL
18,2239.567582,2243.455517,1,speech,"hundred's of thousand's of dollars so మేము ఎందుకు ఇది చేస్తాం అంటే రెండు విషయాలు",0000010000000,NULL,"Hundred's of thousands of dollars, two reasons for why we do this"
19,2243.495825,2243.818293,2,speech,hmm,1,NULL,
20,2243.873259,2249.761959,1,speech,"Number one మనం ఒక్కలి దెగ్గర పైసల్ తీసుకున్నాం అంటే వాళ్ళకొక వాళ్ళకొక ఆ monitoring mechanism",0000000001100,NULL,"Number one, if we have taken money from someone,it is a monitoring mechanism for them."
21,2249.992817,2250.351928,2,speech,hmm,1,NULL,
22,2250.351928,2252.319714,1,speech,"వాళ్ళ process అనేది మనకి మంచివి నేర్చుకుంటాం",001000,NULL,"By their process, we will learn good things"
23,2252.393002,2252.810745,2,overlap,NULL,NULL,NULL,NULL
24,2252.810745,2253.693867,1,speech,"practice చేసి నేర్చుకుంటాం",NULL,NULL,"will practice and  learn"
25,2253.752497,2254.107944,2,speech,అవును,NULL,NULL,Yes
26,2254.210548,2262.565393,1,speech,"రెండో విషయం accountability third and most thing ఏందంటే మనకి ఏదన్న program start చేస్తే దానికి ఒక end date ఉంటది లేకుంటే అది తాగుతా ఉంటది",0000000100000000000001,NULL,"Second, accountability; third, and most importantly, if we start any program, there is an end date for it; otherwise, it will be consumed."
27,2262.565393,2263.217657,2,overlap,NULL,NULL,NULL,NULL
28,2263.375227,2263.701359,1,speech,so,NULL,NULL,so
29,2263.803962,2264.09345,2,cough,NULL,NULL,NULL,NULL
30,2264.09345,2265.680138,1,speech,"enemy మా funds అంత అక్కడికి వెళ్లి",100000,NULL,"Our total funds went there"
31,2265.680138,2265.984284,2,speech,"got it",NULL,NULL,"got it"
32,2266.200484,2267.666246,1,speech,"so వాళ్ళు  కూడా మమ్మల్ని audit చేస్తారు",0000001,NULL,"So they also audit us"
33,2267.739534,2268.164605,2,speech,"got it",NULL,NULL,"got it"
34,2268.333168,2270.044445,1,speech,"so మమ్మల్ని ప్రతివాళ్ళు audit చేస్తారు",10000,NULL,"Everyone will audit us"
35,2270.044445,2270.718696,2,laugh,NULL,NULL,NULL,NULL
36,2271.066815,2275.394478,1,speech,"ఇప్పుడు మీకు ఇంకొకటి చెప్తాను highlight ఏందంటే ఇప్పుడు నేను మీకు five thousand four hundred and thirty అని చెప్పిన కదా",000011100000000000,NULL,"Now I will tell you one more thing, I said to you, five thousand four hundred and thirty"
37,2275.394478,2276.098044,2,speech,"అవును numbers",NULL,NULL,"Yes numbers"
38,2276.112701,2281.514036,1,speech,"నేను నీ number చెప్తుంటే నేను ఆలోచించిన అసలకి మనోళ్లు ఇంత మంది ఎక్కడున్రు అని so మేము  internal గ కూడా audit చేస్తున్నాం ఇప్పుడు",000000100000000000000,NULL,"When I was telling your number, I thought, where are all these people? So we are doing an internal audit now."
39,2281.572666,2282.177293,2,speech,"అర్ధమైంది అర్ధమై~",01,NULL,Understood
40,2282.177293,2282.855208,1,overlap,NULL,NULL,NULL,NULL
41,2282.946818,2294.225859,2,speech,"got it got it and ఈ internal audit అన్నారుకదా general గా organizations లో ఒక charted accountant ఓ లేకపోతే ఒక complete team ఓ ఉంటది ఇన్ internal గా దీని process ఎలా ఉంటది internal audit ఆ audits అంటే మీ team ఏ నా అది చేసేది",00110000000000000000000100000000111000000,NULL,"I got it, and you said this was an internal audit, right? Generally, in organizations, one chartered accountant or one complete team will be there. What will be the internal process? Will your team do that internal audit?"
42,2294.357778,2297.981875,1,speech,"హ no no మాకు ఒక CA CS మాకు ఒక ఎక్స internal auditor ఉన్నారు",1010000111000,NULL,"No, we have one CA, CS and Internal auditor"
43,2297.981875,2298.256706,2,overlap,NULL,NULL,NULL,NULL
44,2298.256706,2301.232203,1,speech,"వేరే for me but నేను audit అంటే మీరు only పైసల్ చూస్తున్నారు",11100000000,NULL,"I said audit but you are checking money only"
45,2301.232203,2304.226023,2,speech,"లే లే I mean I am talking about everything control system దగ్గర నుంచి ప్రతిదీ ఆలోచిస్తున్నాను",111100000001000,NULL,"I am talking about every thing, I am thinking from control system"
46,2304.288318,2310.385889,1,speech,"మీరు అది ఆలోచిస్తుంన్రు మేము ఇంకా ఆలోచించేది ఏంటో తెలుసా మేము ఇంకొకళ్ళని కూడా hire చేసుకున్నాము entrepreneur కి phone చేసి అడగనికె",000000000000000111,NULL,"You were thinking that; do you know what we were thinking until now? We also hired someone for entrepreneurship."
47,2310.591096,2311.041818,2,speech,Oh,1,NULL,
48,2311.041818,2311.580485,1,overlap,NULL,NULL,NULL,NULL
49,2311.580485,2313.346729,1,speech,"ఏంచేస్తుండ్రు అసలు మీకు వచ్చిందా లేదా మీ",010001,NULL,"What are you doing? Did you get or not?"
50,2313.346729,2314.391085,2,overlap,NULL,NULL,NULL,NULL
51,2314.391085,2318.198402,1,speech,"వాడుకుంటున్రు అని ఒక వేళా number correct లేదనుకోండి ఒప్పుకోవాలి కదా",110000000,NULL,"If there's no correct number, you should confess,right?"
52,2318.198402,2318.586829,2,speech,"Now that's a",001,NULL,"Now that's"
53,2318.586829,2318.982585,1,overlap,NULL,NULL,NULL,NULL
54,2318.982585,2320.111222,1,speech,"ఏదో సక్కగా చేస్తలేం అ~",0001,NULL,"Not doing it properly"
55,2320.111222,2320.408039,2,speech,"ఏ అవును",10,NULL,Yes
56,2320.587595,2330.976185,1,speech,"so ఆ feedback కూడా తీసుకొని programs better చేయాలే yes అంటే మేము చేసేస్తున్నాం అని happy గా feel అయ్యేదానికంటే మనం చేసేదానితోని outcome వస్తదా లేదా అని  కొంచం five years తరువాత you'll have that అవును awakening  కదా",01000000100000000000001010000001000,NULL,"So we should take that feedback and make the programs better,rather than feeling happy for what we are doing. With what we do, the outcome will come or not, and after five years, you'll have that awakening."
57,2330.976185,2331.481873,2,speech,అవునవును,NULL,NULL,Yes
58,2331.599134,2334.453707,1,speech,"so అదే even I have a founder's dilemma everyday",110000000,NULL,"Even I have a founder's dilemma everyday"
59,2334.468364,2335.655632,2,overlap,NULL,NULL,NULL,NULL
60,2335.69673,2350.445174,2,speech,"ఇందాక మీరు అన్నట్టు government initiative అనగానే చాలా మంది funds expect చేస్తారు లేకపోతే land అనో ఆదనో ఇదనో ఏదొక benefit expect చేస్తారు కదా అలాంటి ఒక diamond question ఏ ఇప్పుడు ఆ WE HUB  లో వచ్చిన వచ్చి తీసుకున్న program తీసుకున్న women అందరిలో ఇప్పుడొకవేళ కొత్ ఆ complete గా చూసుకుంటే",000000000000001100000000010100001010000011000,NULL,"However, as you said, it is a government initiative, and many people expect funds; otherwise,  they expect some benefit, right? One such diamond question is now a time for all those who have come to WE HUB and taken the program to look at it completely now."
61,2350.478153,2350.741991,1,speech,hmm,1,NULL,
62,2350.741991,2352.031861,2,speech,"ఎంతవరకు funding raise చేసుంటారు",NULL,NULL,"How much did you do for raising funding?"
63,2352.515563,2354.69222,1,speech,"ఇప్పుడూ ఆ నికొకటి చెప్తాను",01001,NULL,"Now I will tell one thing"
64,2354.69222,2355.098969,2,overlap,NULL,NULL,NULL,NULL
65,2355.098969,2360.298761,1,speech,"పక్క మనకి almost ఒక ninety ninety-five crores దాకా మనోళ్లకి మనం fund ఇప్పిచగలిగినం",110100000000,NULL,"With almost ninety to ninety-five crores, we could give funds to our people."
66,2360.43068,2360.855751,2,speech,Okay,NULL,NULL,Okay
67,2360.947361,2362.240896,1,speech,"నేనెందుకు ఇప్పిచగలిగినం అంటున్నానం",001,NULL,"Why could I give?"
68,2362.240896,2362.563364,2,overlap,NULL,NULL,NULL,NULL
69,2362.563364,2363.787275,2,speech,"అవి equity ఆ  లేకపోతే",00100,NULL,"That equity or"
70,2363.787275,2365.032257,1,speech,"అదే మీద అదే నేను చెపుదాం అను~",110001,NULL,"I will say that"
71,2365.032257,2365.483895,2,speech,concrete,NULL,NULL,concrete
72,2365.527868,2365.839343,1,overlap,NULL,NULL,NULL,NULL
73,2365.839343,2370.804612,1,speech,"మనం చానా సార్లు ఏమైదంటే ఇప్పుడు మనకి funding అనంగానే  మాకు ఒక angel కావాలంటారు",0000010100000,NULL,"As we used to do, for now we want angel funding."
74,2370.866907,2371.332287,2,speech,hmm,1,NULL,
75,2371.9589,2373.307402,1,speech,"లేకపోతే మాకొక  PE firm",00011,NULL,"Or for us"
76,2373.644527,2373.923022,2,overlap,NULL,NULL,NULL,NULL
77,2373.923022,2383.641942,1,speech,"లేకపోతే VC firm but చానా మందికి అర్ధంకానిదేంటంటే చానామా చానా  schemes ఉన్నాయ్ government ల which will actually give you almost ఆ two crores without collateral",1110000100000000000010000,NULL,"But what many people do not realize is that the government has a number of schemes that will give you nearly two crores without any collateral."
78,2383.699657,2384.267639,2,speech,hmm,1,NULL,
79,2384.333599,2387.356734,1,speech,"మీరు అది equity అంతా dilute చేసుకొని మీరెందుకు",0100001,NULL,"You did all equity dilute"
80,2387.356734,2387.748825,2,speech,అవును,NULL,NULL,Yes
81,2387.921052,2397.917551,1,speech,"external funding తీసుకుంటారు దానిబదులు government లో ఉన్న scheme తో ని తీసుకుంటే మీకొక incentive వస్తది subsidy వస్తది ఇవ్వన్నివస్తాయి so మేము almost ఒకా sixty crores ఐతే అట్లనే rise చేపిచినం",000000000100000101001000100,NULL,"Instead of taking external funding, if we take a government scheme, you will get incentives and subsidies, and all these will come. almost we were able to raise to sixty crores"
82,2397.917551,2398.643104,2,speech,"that's crazy",NULL,NULL,"that's crazy"
83,2398.778687,2402.64097,1,speech,"ఎందుకంటే ఇప్పుడు మీరు bank కెళ్ళి మీకు two crores collateral లేకుండా వస్తుందంటే",10000100000,NULL,"Now you go to the bank if you get it without two crores of collateral."
84,2402.64097,2403.069706,2,overlap,NULL,NULL,NULL,NULL
85,2403.069706,2403.601045,1,speech,"Ear operation",NULL,NULL,"Ear operation"
86,2403.601045,2404.136048,2,overlap,NULL,NULL,NULL,NULL
87,2404.136048,2404.76999,1,speech,"capital by the way",NULL,NULL,"capital by the way"
88,2404.76999,2405.096122,2,speech,అవును,NULL,NULL,Yes
89,2405.32698,2406.440959,1,speech,"so అవి కూడా చేస్తున్నాము",1000,NULL,"we are doing that too"
90,2406.440959,2406.670731,2,speech,sorry,NULL,NULL,sorry
91,2406.670731,2407.005342,1,speech,and,01,NULL,and
92,2407.005342,2407.280108,2,overlap,NULL,NULL,NULL,NULL
93,2407.280108,2408.830152,2,speech,"THUB లాంటివి TFUND లాంటివి కదా",01000,NULL,"THUB like that TFUND, right?"
94,2409.075667,2410.757629,1,speech,"TFUND కాదు ఇది actually government schemes",NULL,NULL,"Not TFUND, this is actually government schemes"
95,2410.78328,2411.644415,2,speech,"oh okay nice",100,NULL,"Okay nice"
96,2411.714039,2416.624343,1,speech,"so next వచ్చేసి ఆ మనం grants almost ఒక eight nine crores దాక ఇయ్యగలిగినం",0001000000010,NULL,"So coming to next, we were able to give grants of almost eight to nine crores."
97,2416.624343,2417.053078,2,speech,nice,NULL,NULL,nice
98,2417.10438,2420.831081,1,speech,"and grants కూడా revolving grants WE HUB మే we won't give free money",0000000100000,NULL,"and grants also revolving around grants. WE HUB, we won't give free money."
99,2421.157213,2421.959718,2,speech,"స్ okay",10,NULL,Okay
100,2422.033006,2432.553515,1,speech,"ఎందుకంటే మనము free money ఇప్పుడు నేను మీకు freeగ money ఇచ్చినను మీరేం అనుకుంటారు if I give you three crores now today because let's say I I believe that నా దగ్గర పైసల్ ఉన్నాయి I have to give to somebody I'll give to Vamshi",11110000000000000000011100000000000000000,NULL,"Now I will give you money freely. What do you think? If I give you three crores today because I believe that I have money I have to give to somebody, I'll give it to Vamshi."
101,2432.586495,2432.945607,2,speech,hmm,1,NULL,
102,2433.326705,2442.626967,1,speech,"so let's say Vamshi is somebody who is feeling you know अच्छा three crores వీళ్ళ దెగ్గర వచ్చింది వాళ్ళ దగర కూడా ఇంకో three crores ఉంది కదా అని what will you become is he will go from one incubator to other seeking funds",01100000011100000000000000000010000000000,NULL,"So Vamshi, someone who is feeling like three crores came to them; they also have another three crores. What will you become? He will go from one incubator to another, seeking funds"
103,2443.795912,2444.352902,2,speech,"got it",NULL,NULL,"got it"
104,2444.39321,2444.862254,1,speech,అర్థమైందా,NULL,NULL,"Do you understand?"
105,2444.862254,2445.532841,2,overlap,NULL,NULL,NULL,NULL
106,2445.532841,2447.042576,1,speech,"become a beneficiary entrepreneur",NULL,NULL,"become a beneficiary entrepreneur"
107,2447.101206,2448.365426,2,speech,"అదే main stream అయిపోతుంది మనోళ్ళకి",00001,NULL,"That will be the main stream"
108,2448.563304,2449.505056,1,overlap,NULL,NULL,NULL,NULL
109,2449.505056,2451.67072,1,speech,"WE HUBలో చేసేది ఏంటంటే కొంచం ఆ hunger ఉండాలే",00100000,NULL,"In WE HUB, we should have a little bit of that hunger."
110,2451.67072,2452.099456,2,speech,"got it",NULL,NULL,"got it"
111,2452.517198,2455.983726,1,speech,"పైసల్ తేస్తే దాన్ని profit చేసి వాపస్ pay",0010000,NULL,"If you bring money, make it profit and pay it back."
112,2455.983726,2456.434448,2,overlap,NULL,NULL,NULL,NULL
113,2456.701949,2457.93319,1,speech,"because it's tax payer money",NULL,NULL,"Because it's tax-paying money."
114,2457.96617,2458.662407,2,speech,"అర్థమైంది అట్లా",01,NULL,Understood
115,2458.904257,2464.430181,2,speech,"ఈ point ఎందుకు అడుగుదాం అనుకున్న అంటే like based on my basic research ఆ multiple articles చదివిన దాని బట్టీ",000000000000100000,NULL,"Why I would ask that point is to say, based on my basic research as I have read multiple articles."
116,2464.430181,2464.628059,1,speech,hmm,1,NULL,
117,2464.628059,2473.924657,2,speech,"globalగా if you consider the complete VC fund raised in two thousand twenty two అనుకుంటే కూడా [BREATH] ఆ two or three percent is allocated to women women a women let organizations",0000000000000011110000000111010,NULL,"Globally, if you consider the complete VC fund raised in two thousand twenty, two or three percent is allocated to women organizations."
118,2473.942979,2475.826484,1,speech,"allocated కాదు have been able to secure",0100000,NULL,"allocated have been able to secure"
119,2476.061005,2476.768236,2,speech,"kind of yeah",001,NULL,"kind of"
120,2477.094368,2478.769001,2,speech,"Indiaకి వచ్చేసరికి అది one one point five percentకి ఉంది",000100000,NULL,"When it comes to India, it is one point five percent"
121,2478.838625,2479.08414,1,speech,right,NULL,NULL,right
1,2479.421942,2484.118786,2,speech,"what kind of an issue are you facing while raising funds అది ఏదైనా కావొచ్చు ఎంత generalized అయినా పర్లేదు చెప్పండి",0001000000000000000,NULL,"What kind of issue are you facing while raising funds? anything it is, no matter how generalized it is."
2,2484.604667,2494.568896,1,speech,"actually ఆ మాదొక WE HUBలో ఉండి ఒక interesting positionలో ఉన్న నేను నేను చూసేది ఏందంటే మేము WE HUBలో మేము చూసేది ఏందంటే ఈ VC firms ఏవైతే ఉన్నాయో",0110000000011111110000000,NULL,"Actually being in an interesting position in WE HUB what I have seen is these VC firms are"
3,2494.568896,2494.86705,2,speech,hmm,1,NULL,
4,2494.86705,2496.920999,1,speech,"వాళ్లందరికీ కూడా womenల invest చేయాలనునది",NULL,NULL,"All of them also want to invest like women"
5,2497.053512,2497.53203,2,speech,hmm,1,NULL,
6,2497.679267,2501.087791,1,speech,"women entrepreneur's ఉన్నారో వాళ్ళందరికీ ఆ VC firmsల దెగ్గర పైసల్ తీసుకోవాలి అని",00100000000,NULL,"All women entrepreneurs want to take money from those VC firms"
7,2501.087791,2501.52582,2,speech,ఉంది,NULL,NULL,present
8,2501.599438,2505.703655,1,speech,"challenge ఏమైతుంది అంటే you are not collaborating with a right VC firm",NULL,NULL,"The challenge is that you are not collaborating with a right VC firm"
9,2506.093832,2506.664373,2,speech,Oh,1,NULL,
10,2507.153935,2508.486425,1,speech,"so match making కానియ్యం",NULL,NULL,"So match making is not possible"
11,2508.486425,2509.222607,2,overlap,NULL,NULL,NULL,NULL
12,2509.222607,2513.032351,1,speech,"ఉన్నా సక్కగా అయిత లేదు so మేము ఎం చేస్తున్నాం అంటే ఆ matching correct చేస్తున్నాం",NULL,NULL,"However it is not happening properly, so what we are doing is correct that matching"
13,2513.179588,2513.908408,2,speech,అర్ధమైంది,NULL,NULL,understood
14,2514.099816,2516.778852,1,overlap,NULL,NULL,NULL,NULL
15,2516.853138,2519.300945,1,speech,"so you క్ ఇప్పుడు మన దెగ్గర చానా FMCG brands ఉన్నాయి",1110000000,NULL,"Now we have many FMCG brands"
16,2519.330392,2519.646951,2,speech,ఔను,NULL,NULL,yes
17,2519.691121,2522.668979,1,speech,"నువ్ FMCG brand నుండే Sekoya బోయ్ pic చేస్తే  example",NULL,NULL,"For example, if you pick a Sekoya boy from an FMCG brand"
18,2522.698427,2523.118051,2,overlap,NULL,NULL,NULL,NULL
19,2523.129093,2524.410051,1,speech,"peak five it's called as now",NULL,NULL,"peak five, it's called as now"
20,2524.410051,2524.822313,2,speech,"got it",NULL,NULL,"Got it"
21,2524.895931,2527.590359,1,speech,"దానికి పోయి నువ్ FMCG product pic చేసావ్ వాడు తీసుకోకపోవచ్చు",110000010,NULL,"If you pick FMCG product instead, it may not accept it"
22,2527.656615,2528.227157,2,speech,hmm,1,NULL,
23,2528.260285,2535.496958,1,speech,"but let's say but there might be other firms which are interested అట్లనే మనకి ఒకా మంచి ఆ family office ఉంది అనుకోండి",111000000000000010000,NULL,"But there might be other firms which are interested and like that if we have a good family office"
24,2535.496958,2535.927625,1,overlap,NULL,NULL,NULL,NULL
25,2536.074861,2540.852685,1,speech,"family of his life you want mentorship అనుకోండి you can not go pitched to lets an excel ex",000000000000000001,NULL,"family of his life you want mentorship, imagine you cannot go pitched to let an excel"
26,2540.852685,2541.853894,1,overlap,NULL,NULL,NULL,NULL
27,2542.04162,2542.339774,2,speech,right,NULL,NULL,Right
28,2542.339774,2545.085734,1,speech,"but a family office will actually want to come involved in yours",NULL,NULL,"but a family office will actually want to come and be involved in yours"
29,2545.140948,2545.567934,2,overlap,NULL,NULL,NULL,NULL
30,2545.567934,2547.945803,1,speech,"అట్లాంటి awareness కూడా రెండు sideలు తీసుకొస్తుంది",NULL,NULL,"Such awareness also takes two sides"
31,2548.037826,2548.512664,2,overlap,NULL,NULL,NULL,NULL
32,2548.512664,2552.075787,1,speech,"చానా ఉంది ఎందుకంటే ఇవి అన్ని కూడా time taking processes",NULL,NULL,"There is a lot because all these are also time taking processes"
33,2552.075787,2552.517496,2,speech,అవును,NULL,NULL,yes
